#OTU ID	magic.0040.S71.R1.001	magic.0112.S49.R1.001	magic.0134.S97.R1.001	magic.0317.S53.R1.001	magic.0020.S23.R1.001	magic.0402.S78.R1.001	magic.0232.S75.R1.001	magic.0315.S29.R1.001	magic.0435.S43.R1.001	magic.0018.S106.R1.001	magic.0124.S61.R1.001	magic.0150.S50.R1.001	magic.0532.S92.R1.001	magic.0030.S59.R1.001	magic.0079.S84.R1.001	magic.0013.S58.R1.001	magic.0132.S85.R1.001	magic.0316.S41.R1.001	magic.0374.S54.R1.001	magic.0001.S22.R1.001	magic.0243.S99.R1.001	magic.0173.S98.R1.001	magic.0542.S57.R1.001	magic.0146.S109.R1.001	magic.0100.S96.R1.001	magic.0537.S104.R1.001	magic.0156.S62.R1.001	magic.0244.S111.R1.001	magic.0456.S79.R1.001	magic.0339.S30.R1.001	magic.0053.S24.R1.001	magic.0367.S42.R1.001	magic.0016.S82.R1.001	magic.0164.S74.R1.001	magic.0231.S63.R1.001	magic.0551.S105.R1.001	magic.0048.S83.R1.001	magic.0331.S77.R1.001	magic.0440.S55.R1.001	magic.0004.S34.R1.001	magic.0531.S80.R1.001	magic.0179.S110.R1.001	magic.0526.S56.R1.001	magic.0539.S33.R1.001	magic.0075.S60.R1.001	magic.0149.S38.R1.001	magic.0242.S87.R1.001	magic.0514.S44.R1.001	magic.0246.S28.R1.001	magic.0017.S94.R1.001	magic.0078.S72.R1.001	magic.0011.S46.R1.001	magic.0109.S25.R1.001	magic.0131.S73.R1.001	magic.0552.S117.R1.001	magic.0465.S91.R1.001	magic.0015.S70.R1.001	magic.0527.S68.R1.001	magic.0021.S35.R1.001	magic.0063.S48.R1.001	magic.0396.S66.R1.001	magic.0337.S113.R1.001	magic.0471.S103.R1.001	magic.0428.S102.R1.001	magic.0547.S81.R1.001	magic.0287.S76.R1.001	magic.0272.S52.R1.001	magic.0148.S26.R1.001	magic.0110.S37.R1.001	magic.0050.S95.R1.001	magic.0307.S112.R1.001	magic.0170.S86.R1.001	magic.0268.S40.R1.001	magic.0417.S90.R1.001	magic.0300.S100.R1.001	magic.0538.S116.R1.001	magic.0334.S89.R1.001	magic.0290.S88.R1.001	magic.0541.S45.R1.001	magic.0278.S64.R1.001	magic.0335.S101.R1.001	magic.0059.S36.R1.001	magic.0549.S93.R1.001	magic.0217.S51.R1.001	magic.0543.S69.R1.001	magic.0322.S65.R1.001	magic.0433.S31.R1.001	magic.0429.S114.R1.001	magic.0473.S115.R1.001	magic.0189.S39.R1.001	magic.0028.S47.R1.001	magic.0101.S108.R1.001	magic.0185.S27.R1.001	magic.0484.S32.R1.001	Postive.Control.S107.R1.001	Blank.S67.R1.001
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus mulieris;t__Mobiluncus mulieris ATCC 35243	0	0	0	1	6	0	0	0	0	0	1	0	5	3	0	7	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	3	0	0	4	0	0	0	0	0	0	0	0	0	172	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1197	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum;s__Actinotignum urinale;t__Actinotignum urinale DSM 15805	0	0	1	0	43	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	1	1	0	1	0	0	0	0	2	0	0	113	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	11	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum;s__Actinotignum schaalii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces vulturis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus curtisii;t__Mobiluncus curtisii ATCC 43063	1	0	0	0	62	0	0	0	0	0	0	0	1	4	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	4	0	0	0	0	3	0	0	0	0	4	1	0	197	0	89	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	12	0	0	0	0	2	1	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__Arcanobacterium urinimassiliense	0	0	0	0	47	1	0	0	0	0	0	0	0	0	0	2	0	7	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	5	0	2	0	2	0	0	2	0	3	0	0	0	0	9	0	0	98	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__Arcanobacterium haemolyticum;t__Arcanobacterium haemolyticum DSM 20595	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__Arcanobacterium phocae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Flaviflexus;s__Flaviflexus massiliensis	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0	193	320	0	24	99	200	0	223	0	44	31	191	16	162	0	0	58	49	1	0	0	0	0	0	60	2	119	246	19	339	0	0	171	1	1	0	0	75	0	90	0	165	503	343	2	160	19	83	0	0	164	200	45	176	109	1	0	0	0	95	0	169	1	1	175	111	156	353	80	102	206	112	236	50	139	85	83	134	81	12	400	89	170	97	238	70	184	71	13	8	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium actinocoloniiforme;t__Bifidobacterium actinocoloniiforme DSM 22766	0	2	1	0	1	0	8	0	3	0	0	0	2	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	3	5	14	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	8	0	8	0	3	0	0	0	0	0	3	0	2	0	0	0	1	0	1	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium angulatum;t__Bifidobacterium angulatum DSM 20098 = JCM 7096	1	1204	28	1	330	32	2191	0	2194	0	230	3	488	113	1746	1	6	654	53	1	2	0	2	2	0	329	25	29	2337	25	4806	1	1	4	1	1	3	9	78	0	95	1	391	716	5896	13	3680	112	537	3	0	312	124	4	1325	2945	0	4	2	2	27	1	27	10	1	1966	966	219	5505	146	172	3057	31	290	288	1053	29	31	243	22	0	5909	120	1680	37	317	2384	2696	86	94	57	2	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides;t__Bifidobacterium asteroides PRL2011	0	1	1	1	0	0	5	0	4	0	3	0	606	14	4	0	2	0	319	0	0	0	4	0	0	0	0	0	7	164	12	1	0	61	1	0	1	2	9	0	293	0	537	1597	14	0	0	47	0	0	0	0	0	1	14	2	19	4	0	0	721	0	0	0	1	7	0	451	13	0	1	6	0	675	0	106	2	401	778	0	0	19	75	794	434	745	0	86	0	22	10	0	0	0	0	2
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis;t__Bifidobacterium animalis subsp. lactis	0	1	265	0	0	2	16	1	6	1	3	0	4	6	8	9	12	0	0	1	18	0	0	0	0	3	0	0	69	0	29	0	0	2	9	2	0	498	0	0	3	0	5	18	19	4	26	11	0	1	0	0	0	1	1	16	0	0	0	0	0	2	1	4	0	62	4	5	25	10	3	11	0	11	8	2	97	153	2	3	21007	17	0	6	0	5	0	7	0	23	8	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium;t__Bifidobacterium dentium JCM 1195 = DSM 20436	52	1013	1343382	22	919	46	3857	2	3494	62	468	101981	1058	889	1668	36	115	3	16	135	39	87	26	5	68	49	157	9	2726	3	4926	5	0	380604	64	49	4	66	19013	1	290	7	1055	101	5648	180	548	302	9	1406	32	368	124	179960	555	436	27	65	1	5	5	0	38	46	23	3811	481	56	5525	56	57	5036	6	34	115	1261	262	3916	1478	12	35	5795	166	1285	5	35	19	1164	22	467	1406	0	1	1	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium commune	0	5	1	0	2	0	9	0	13	0	0	0	14	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	26	0	0	0	0	0	0	2	1	0	0	0	16	19	36	0	2	0	0	0	0	2	10	0	5	1	0	0	0	0	0	0	1	0	0	13	1	11	49	2	0	8	0	10	0	0	1	1	2	0	0	33	0	7	0	8	0	7	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium coryneforme	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis;t__Bacteroides fragilis YCH46	13	20266	1568	32	153	209354	115917	1571	85063	87	706	6	106	556	75	5	263	475	1054	20	398084	32	35	223134	105	71434	107	19	10	4706	55	638	15	160	32	52	3	262	14	51	1745	21	4	1319	259	48	312	801	10257	2520	20	212	13	24	4838	324	30	23	3354	3621	5	228	271	36	107	240	68435	366	108	14831	80942	98006	72	13	188	151	152	1120	11651	217	5	52	11086	16	20	57	39	10	62	2192	1467	1	4	0	4	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	6	411	57	40	1591	4579	6717	33570	7287	15	10903	13	2771	3888	2152	4903	24	1075	5488	1933	7257	5	12	4746	8967	7553	54	2047	2	28118	2524	18132	622	2312	13	12	1	38	103	1490	8958	2	2969	1844	8039	62	5074	3911	2638	7292	2	6749	13	31	5810	6085	6	29	29425	27479	15	8380	2327	5	37	5521	3508	5310	3998	7727	6318	2889	651	96	13	61	456	42	2726	1970	3	1513	2647	2	624	160	14	156	335	548	1663	0	1	2	0	5
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta;t__Eggerthella lenta DSM 2243	1	896	44	42	61	1874	0	4	157	1	2	3	3528	364	16	9392	10	1650	3912	3	16	2	11	3	452	1813	7	2839	1	1884	5	3	1	0	5	7	2	55	7	0	1480	1	3329	7143	678	5	1	369	1095	1	0	1	5	0	1521	3	4	42	2070	355	11	1	611	0	13	9	237	1730	3	1	64	1	36	78	46	60	350	27	806	671	2194	8	360	5	1638	95	2	28	1	293	122	0	2	0	0	3
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii;t__Bifidobacterium scardovii JCM 12489 = DSM 13734	0	370	29	5	15	478	354	1	446	0	98	2	2399	61	559	2	1	300	338	6	0	0	9	1	0	48	3	763	567	139	362	3	0	11	5	4	1	20	124	0	1115	0	2419	6964	370	4	52	181	275	2	0	422	586	7	650	37	1	20	0	0	748	0	527	12	6	211	272	2142	391	225	241	122	400	3107	24	418	351	393	2259	291	0	423	178	800	65	3338	86	496	64	122	32	0	5	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum;t__Bifidobacterium pseudolongum PV8-2	0	3	0	0	2	0	20	0	22	0	6	0	11	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	38	0	0	0	0	0	0	0	0	0	5	0	15	43	65	0	4	2	1	0	0	0	0	0	4	11	0	0	0	0	0	0	0	0	0	10	1	10	38	0	0	27	0	18	0	8	0	0	3	0	1	48	1	9	0	11	0	15	0	0	3	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium avidum;t__Cutibacterium avidum 44067	1296	1554	88	6	1015	0	2	0	0	9	1	0	5	298	5	7	11	0	0	29	0	2	1	4	2	4	84	973	225	1	9050	1406	37117	2390	19	2	28	43	4	187	0	0	0	1	21088	3	1339	155	3	7	38	5	4	0	0	4	9	12	0	8	3	0	61	0	7	3	0	1	4069	1	1	1	60	51	0	0	12	35	1	87	6	24	8	0	0	3	2	6	0	5	105	0	0	0	0	1
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa;t__Rothia mucilaginosa DY-18	46	63	300	0	8	6	3	0	11	37	0	0	4	1	114	1	183	18	0	0	45	0	506	2312	0	2	1695	39	49	2	9	0	0	0	116	44	16	5	13	1	3	1819	0	184	0	894	0	1863	1	293	10	8	0	0	3	0	0	1	5	14	43	1	7	144	193	681	20	30	125	14	10	0	0	0	6	55	6	379	11	0	21	4	5	233	8	2	170	8	94	12	3	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium accolens;t__Corynebacterium accolens ATCC 49725	1	0	6	2	0	5	4	0	0	6	0	0	0	4	1	0	211	2	0	0	0	2	2	3	1	0	1	0	0	0	0	0	17	0	2	0	7	88	0	0	0	0	0	18	0	1	193	0	0	1	4	0	0	0	0	4366	0	4	0	0	2	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	8	0	2	0	0	0	0	10	0	2	0	0	15	0	2	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__;g__Lawsonella;s__Lawsonella clevelandensis	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	18	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	2	0	0	3	0	0	0	0	0	0	0	0	1	0	30	0	0	1	0	10	4	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Parascardovia;s__Parascardovia denticolens;t__Parascardovia denticolens DSM 10105 = JCM 12538	0	1	7291	0	1	0	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	2664	1	0	0	0	125	6	0	0	1	2	4	0	4	1	356	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	5	15	0	5	12	0	2	1	1	0	1	2	61	1	1	0	5	0	1	0	1	0	0	0	2	7	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium thermophilum;t__Bifidobacterium thermophilum RBL67	1	28	0	0	11	11	64	0	50	0	4	0	32	2	32	0	0	2	18	0	0	0	0	0	0	0	0	8	53	9	122	0	0	0	0	0	0	1	13	0	5	0	49	118	136	0	523	2	3	0	0	0	6	0	14	418	0	0	0	0	11	1	6	0	0	75	8	24	134	2	4	78	7	54	0	18	7	3	13	9	0	127	1	46	11	45	9	41	10	3	1	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella vaginalis	0	0	0	0	2	0	0	0	3	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	10	0	0	1	0	0	0	0	1	0	0	0	11	8	5	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	6	0	0	1	1	6	0	0	0	0	0	0	0	7	0	2	0	6	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella vaginalis;t__Gardnerella vaginalis 409-05	18	0	62	1	107	0	0	0	0	6	2	1	1	10	1	171	39	1	0	0	2	0	6	3	0	0	0	1	5	9	5	3	0	0	1	0	8	23	0	1	4	9	0	9	0	1	154	0	0	4	0	1	3	5	2	5	0	0	16	20	0	107	3	1	0	38	0	3	1	3	0	2	3	1	3	1	0	81	1	0	5	3	0	1	1	2	1	1	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella vaginalis;t__Gardnerella vaginalis ATCC 14019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia inopinata;t__Scardovia inopinata JCM 12537	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	10	0	0	7	2	0	0	0	4	0	0	0	0	6	3	0	0	0	0	0	12	0	29	4	0	4	1	0	10	1	0	1	20	0	0	0	12	12	5	16	0	1	3	9	7	0	0	9	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Catenulisporales;f__Catenulisporaceae;g__Catenulispora;s__Catenulispora acidiphila;t__Catenulispora acidiphila DSM 44928	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	1	1	24	7	55	2	0	0	1	7	55	0	1	35	104	2	6	57	55	1	0	31	7	46	0	0	13	0	0	22	309	1	8	7	0	1	1	2	2	0	1	5	0	1	423	3	3	54	0	6	2	0	4	2	13	68	1	54	0	2	2	0	2	0	4	12	4	5	382	6	3	1	0	0	0	1	0	6	2	0	11	317	0	0	3	4	1	267	0	14	3	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium riegelii	3	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium jeikeium	0	0	0	12	11	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	46	0	0	3	114	0	0	0	2	1	0	3	0	0	0	0	0	0	4	18	0	1	1	34	0	1739	0	3	0	0	0	0	0	0	4	13	0	0	0	0	5	0	106	0	22	0	1	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	2	2	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium glucuronolyticum	0	0	1	0	1	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium crudilactis	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium aurimucosum	4	16	203	74	4	1	2	0	2	0	0	0	0	348	0	86	9	0	0	24	0	431	17	18	37	1	1	23	3	0	4	0	0	11	0	0	0	11	0	0	0	3	0	1	0	0	0	101	0	8	0	0	112	0	0	6	1	0	0	0	0	0	4	1	29	4	11	0	2	0	0	3	0	0	2	0	2	7	0	1	0	0	1	0	0	1	0	0	2	28	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium atypicum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	80	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium argentoratense;t__Corynebacterium argentoratense DSM 44202	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium aquilae;t__Corynebacterium aquilae DSM 44791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
